N,P,K,temperature,ph,label
115,75,70,25,8.5,Cotton
120,75,70,25,8.5,Cotton
100,80,75,30,7.5,Cotton
105,80,75,30,7.5,Cotton
110,80,75,30,7.5,Cotton
115,80,75,30,7.5,Cotton
120,80,75,30,7.5,Cotton
50,30,20,20,6.5,Jowar
55,30,20,20,6.5,Jowar
60,30,20,20,6.5,Jowar
50,35,25,25,7,Jowar
55,35,25,25,7,Jowar
60,35,25,25,7,Jowar
50,40,30,30,7.5,Jowar
55,40,30,30,7.5,Jowar
60,40,30,30,7.5,Jowar
50,30,25,20,6.5,Jowar
55,30,25,20,6.5,Jowar
60,30,25,20,6.5,Jowar
50,35,30,25,7,Jowar
55,35,30,25,7,Jowar
60,35,30,25,7,Jowar
50,40,20,30,7.5,Jowar
55,40,20,30,7.5,Jowar
60,40,20,30,7.5,Jowar
50,30,30,20,6.5,Jowar
55,30,30,20,6.5,Jowar
60,30,30,20,6.5,Jowar
50,35,20,25,7,Jowar
55,35,20,25,7,Jowar
60,35,20,25,7,Jowar
50,40,25,30,7.5,Jowar
55,40,25,30,7.5,Jowar
60,40,25,30,7.5,Jowar
60,40,40,15,6,Wheat
65,40,40,15,6,Wheat
70,40,40,15,6,Wheat
75,40,40,15,6,Wheat
80,40,40,15,6,Wheat
60,45,45,20,6.5,Wheat
65,45,45,20,6.5,Wheat
70,45,45,20,6.5,Wheat
75,45,45,20,6.5,Wheat
80,45,45,20,6.5,Wheat
60,50,50,25,7,Wheat
65,50,50,25,7,Wheat
70,50,50,25,7,Wheat
75,50,50,25,7,Wheat
80,50,50,25,7,Wheat
60,55,55,30,7.5,Wheat
65,55,55,30,7.5,Wheat
70,55,55,30,7.5,Wheat
75,55,55,30,7.5,Wheat
80,55,55,30,7.5,Wheat
60,60,60,15,6,Wheat
65,60,60,15,6,Wheat
70,60,60,15,6,Wheat
75,60,60,15,6,Wheat
80,60,60,15,6,Wheat
60,40,45,20,6.5,Wheat
65,40,45,20,6.5,Wheat
70,40,45,20,6.5,Wheat
75,40,45,20,6.5,Wheat
80,40,45,20,6.5,Wheat
60,45,50,25,7,Wheat
65,45,50,25,7,Wheat
70,45,50,25,7,Wheat
75,45,50,25,7,Wheat
80,45,50,25,7,Wheat
60,50,55,30,7.5,Wheat
65,50,55,30,7.5,Wheat
70,50,55,30,7.5,Wheat
75,50,55,30,7.5,Wheat
80,50,55,30,7.5,Wheat
60,55,60,15,6,Wheat
65,55,60,15,6,Wheat
70,55,60,15,6,Wheat
75,55,60,15,6,Wheat
80,55,60,15,6,Wheat
60,60,40,20,6.5,Wheat
65,60,40,20,6.5,Wheat
70,60,40,20,6.5,Wheat
75,60,40,20,6.5,Wheat
80,60,40,20,6.5,Wheat
60,40,50,25,7,Wheat
65,40,50,25,7,Wheat
70,40,50,25,7,Wheat
75,40,50,25,7,Wheat
80,40,50,25,7,Wheat
60,45,55,30,7.5,Wheat
65,45,55,30,7.5,Wheat
70,45,55,30,7.5,Wheat
75,45,55,30,7.5,Wheat
80,45,55,30,7.5,Wheat
60,50,60,15,6,Wheat
65,50,60,15,6,Wheat
70,50,60,15,6,Wheat
75,50,60,15,6,Wheat
80,50,60,15,6,Wheat
60,55,40,20,6.5,Wheat
65,55,40,20,6.5,Wheat
70,55,40,20,6.5,Wheat
75,55,40,20,6.5,Wheat
80,55,40,20,6.5,Wheat
60,60,45,25,7,Wheat
65,60,45,25,7,Wheat
70,60,45,25,7,Wheat
75,60,45,25,7,Wheat
80,60,45,25,7,Wheat
60,40,55,30,7.5,Wheat
65,40,55,30,7.5,Wheat
70,40,55,30,7.5,Wheat
75,40,55,30,7.5,Wheat
80,40,55,30,7.5,Wheat
60,45,60,15,6,Wheat
65,45,60,15,6,Wheat
70,45,60,15,6,Wheat
75,45,60,15,6,Wheat
80,45,60,15,6,Wheat
60,50,40,20,6.5,Wheat
65,50,40,20,6.5,Wheat
70,50,40,20,6.5,Wheat
75,50,40,20,6.5,Wheat
80,50,40,20,6.5,Wheat
60,55,45,25,7,Wheat
65,55,45,25,7,Wheat
70,55,45,25,7,Wheat
75,55,45,25,7,Wheat
80,55,45,25,7,Wheat
60,60,50,30,7.5,Wheat
65,60,50,30,7.5,Wheat
70,60,50,30,7.5,Wheat
75,60,50,30,7.5,Wheat
80,60,50,30,7.5,Wheat
60,40,60,15,6,Wheat
65,40,60,15,6,Wheat
70,40,60,15,6,Wheat
75,40,60,15,6,Wheat
80,40,60,15,6,Wheat
60,45,40,20,6.5,Wheat
65,45,40,20,6.5,Wheat
70,45,40,20,6.5,Wheat
75,45,40,20,6.5,Wheat
80,45,40,20,6.5,Wheat
60,50,45,25,7,Wheat
65,50,45,25,7,Wheat
70,50,45,25,7,Wheat
75,50,45,25,7,Wheat
80,50,45,25,7,Wheat
60,55,50,30,7.5,Wheat
65,55,50,30,7.5,Wheat
70,55,50,30,7.5,Wheat
75,55,50,30,7.5,Wheat
80,55,50,30,7.5,Wheat
60,60,55,15,6,Wheat
65,60,55,15,6,Wheat
70,60,55,15,6,Wheat
75,60,55,15,6,Wheat
80,60,55,15,6,Wheat
120,60,60,20,6.5,Sugarcane
125,60,60,20,6.5,Sugarcane
130,60,60,20,6.5,Sugarcane
135,60,60,20,6.5,Sugarcane
140,60,60,20,6.5,Sugarcane
145,60,60,20,6.5,Sugarcane
150,60,60,20,6.5,Sugarcane
120,65,65,25,7,Sugarcane
125,65,65,25,7,Sugarcane
130,65,65,25,7,Sugarcane
135,65,65,25,7,Sugarcane
140,65,65,25,7,Sugarcane
145,65,65,25,7,Sugarcane
150,65,65,25,7,Sugarcane
120,70,70,30,7.5,Sugarcane
125,70,70,30,7.5,Sugarcane
130,70,70,30,7.5,Sugarcane
135,70,70,30,7.5,Sugarcane
140,70,70,30,7.5,Sugarcane
145,70,70,30,7.5,Sugarcane
150,70,70,30,7.5,Sugarcane
120,75,75,35,8,Sugarcane
125,75,75,35,8,Sugarcane
130,75,75,35,8,Sugarcane
135,75,75,35,8,Sugarcane
140,75,75,35,8,Sugarcane
145,75,75,35,8,Sugarcane
150,75,75,35,8,Sugarcane
120,80,80,20,8.5,Sugarcane
125,80,80,20,8.5,Sugarcane
130,80,80,20,8.5,Sugarcane
135,80,80,20,8.5,Sugarcane
140,80,80,20,8.5,Sugarcane
145,80,80,20,8.5,Sugarcane
150,80,80,20,8.5,Sugarcane
120,60,65,25,6.5,Sugarcane
125,60,65,25,6.5,Sugarcane
130,60,65,25,6.5,Sugarcane
135,60,65,25,6.5,Sugarcane
140,60,65,25,6.5,Sugarcane
145,60,65,25,6.5,Sugarcane
150,60,65,25,6.5,Sugarcane
120,65,70,30,7,Sugarcane
125,65,70,30,7,Sugarcane
130,65,70,30,7,Sugarcane
135,65,70,30,7,Sugarcane
140,65,70,30,7,Sugarcane
145,65,70,30,7,Sugarcane
150,65,70,30,7,Sugarcane
120,70,75,35,7.5,Sugarcane
125,70,75,35,7.5,Sugarcane
130,70,75,35,7.5,Sugarcane
135,70,75,35,7.5,Sugarcane
140,70,75,35,7.5,Sugarcane
145,70,75,35,7.5,Sugarcane
150,70,75,35,7.5,Sugarcane
120,75,80,20,8,Sugarcane
125,75,80,20,8,Sugarcane
130,75,80,20,8,Sugarcane
135,75,80,20,8,Sugarcane
140,75,80,20,8,Sugarcane
145,75,80,20,8,Sugarcane
150,75,80,20,8,Sugarcane
120,80,60,25,8.5,Sugarcane
125,80,60,25,8.5,Sugarcane
130,80,60,25,8.5,Sugarcane
135,80,60,25,8.5,Sugarcane
140,80,60,25,8.5,Sugarcane
145,80,60,25,8.5,Sugarcane
150,80,60,25,8.5,Sugarcane
120,60,70,30,6.5,Sugarcane
125,60,70,30,6.5,Sugarcane
130,60,70,30,6.5,Sugarcane
135,60,70,30,6.5,Sugarcane
140,60,70,30,6.5,Sugarcane
145,60,70,30,6.5,Sugarcane
150,60,70,30,6.5,Sugarcane
120,65,75,35,7,Sugarcane
125,65,75,35,7,Sugarcane
130,65,75,35,7,Sugarcane
135,65,75,35,7,Sugarcane
140,65,75,35,7,Sugarcane
145,65,75,35,7,Sugarcane
150,65,75,35,7,Sugarcane
120,70,80,20,7.5,Sugarcane
125,70,80,20,7.5,Sugarcane
130,70,80,20,7.5,Sugarcane
135,70,80,20,7.5,Sugarcane
140,70,80,20,7.5,Sugarcane
145,70,80,20,7.5,Sugarcane
150,70,80,20,7.5,Sugarcane
120,75,60,25,8,Sugarcane
125,75,60,25,8,Sugarcane
130,75,60,25,8,Sugarcane
135,75,60,25,8,Sugarcane
140,75,60,25,8,Sugarcane
145,75,60,25,8,Sugarcane
150,75,60,25,8,Sugarcane
120,80,65,30,8.5,Sugarcane
125,80,65,30,8.5,Sugarcane
130,80,65,30,8.5,Sugarcane
135,80,65,30,8.5,Sugarcane
140,80,65,30,8.5,Sugarcane
145,80,65,30,8.5,Sugarcane
150,80,65,30,8.5,Sugarcane
120,60,75,35,6.5,Sugarcane
125,60,75,35,6.5,Sugarcane
130,60,75,35,6.5,Sugarcane
135,60,75,35,6.5,Sugarcane
140,60,75,35,6.5,Sugarcane
145,60,75,35,6.5,Sugarcane
150,60,75,35,6.5,Sugarcane
120,65,80,20,7,Sugarcane
125,65,80,20,7,Sugarcane
130,65,80,20,7,Sugarcane
135,65,80,20,7,Sugarcane
140,65,80,20,7,Sugarcane
145,65,80,20,7,Sugarcane
150,65,80,20,7,Sugarcane
120,70,60,25,7.5,Sugarcane
125,70,60,25,7.5,Sugarcane
130,70,60,25,7.5,Sugarcane
135,70,60,25,7.5,Sugarcane
140,70,60,25,7.5,Sugarcane
145,70,60,25,7.5,Sugarcane
150,70,60,25,7.5,Sugarcane
120,75,65,30,8,Sugarcane
125,75,65,30,8,Sugarcane
130,75,65,30,8,Sugarcane
135,75,65,30,8,Sugarcane
140,75,65,30,8,Sugarcane
145,75,65,30,8,Sugarcane
150,75,65,30,8,Sugarcane
120,80,70,35,8.5,Sugarcane
125,80,70,35,8.5,Sugarcane
130,80,70,35,8.5,Sugarcane
135,80,70,35,8.5,Sugarcane
140,80,70,35,8.5,Sugarcane
145,80,70,35,8.5,Sugarcane
150,80,70,35,8.5,Sugarcane
120,60,80,20,6.5,Sugarcane
125,60,80,20,6.5,Sugarcane
130,60,80,20,6.5,Sugarcane
135,60,80,20,6.5,Sugarcane
140,60,80,20,6.5,Sugarcane
145,60,80,20,6.5,Sugarcane
150,60,80,20,6.5,Sugarcane
120,65,60,25,7,Sugarcane
125,65,60,25,7,Sugarcane
130,65,60,25,7,Sugarcane
135,65,60,25,7,Sugarcane
140,65,60,25,7,Sugarcane
145,65,60,25,7,Sugarcane
150,65,60,25,7,Sugarcane
120,70,65,30,7.5,Sugarcane
125,70,65,30,7.5,Sugarcane
130,70,65,30,7.5,Sugarcane
135,70,65,30,7.5,Sugarcane
140,70,65,30,7.5,Sugarcane
145,70,65,30,7.5,Sugarcane
150,70,65,30,7.5,Sugarcane
120,75,70,35,8,Sugarcane
125,75,70,35,8,Sugarcane
130,75,70,35,8,Sugarcane
135,75,70,35,8,Sugarcane
140,75,70,35,8,Sugarcane
145,75,70,35,8,Sugarcane
150,75,70,35,8,Sugarcane
120,80,75,20,8.5,Sugarcane
125,80,75,20,8.5,Sugarcane
130,80,75,20,8.5,Sugarcane
135,80,75,20,8.5,Sugarcane
140,80,75,20,8.5,Sugarcane
145,80,75,20,8.5,Sugarcane
150,80,75,20,8.5,Sugarcane
20,40,20,25,6,Groundnut
25,40,20,25,6,Groundnut
30,40,20,25,6,Groundnut
20,45,25,30,6.5,Groundnut
25,45,25,30,6.5,Groundnut
30,45,25,30,6.5,Groundnut
20,50,30,25,7,Groundnut
25,50,30,25,7,Groundnut
30,50,30,25,7,Groundnut
20,55,35,30,7.5,Groundnut
25,55,35,30,7.5,Groundnut
30,55,35,30,7.5,Groundnut
20,60,40,25,6,Groundnut
25,60,40,25,6,Groundnut
30,60,40,25,6,Groundnut
20,40,25,30,6.5,Groundnut
25,40,25,30,6.5,Groundnut
30,40,25,30,6.5,Groundnut
20,45,30,25,7,Groundnut
25,45,30,25,7,Groundnut
30,45,30,25,7,Groundnut
20,50,35,30,7.5,Groundnut
25,50,35,30,7.5,Groundnut
30,50,35,30,7.5,Groundnut
20,55,40,25,6.5,Groundnut
25,55,40,25,6.5,Groundnut
30,55,40,25,6.5,Groundnut
20,60,20,30,7,Groundnut
25,60,20,30,7,Groundnut
30,60,20,30,7,Groundnut
20,40,30,25,7.5,Groundnut
25,40,30,25,7.5,Groundnut
30,40,30,25,7.5,Groundnut
20,45,35,30,6,Groundnut
25,45,35,30,6,Groundnut
30,45,35,30,6,Groundnut
20,50,40,25,7,Groundnut
25,50,40,25,7,Groundnut
30,50,40,25,7,Groundnut
20,55,20,30,7.5,Groundnut
25,55,20,30,7.5,Groundnut
30,55,20,30,7.5,Groundnut
20,60,25,25,6,Groundnut
25,60,25,25,6,Groundnut
30,60,25,25,6,Groundnut
20,40,35,30,6.5,Groundnut
25,40,35,30,6.5,Groundnut
30,40,35,30,6.5,Groundnut
20,45,40,25,7.5,Groundnut
25,45,40,25,7.5,Groundnut
30,45,40,25,7.5,Groundnut
20,50,20,30,6,Groundnut
25,50,20,30,6,Groundnut
30,50,20,30,6,Groundnut
20,55,25,25,6.5,Groundnut
25,55,25,25,6.5,Groundnut
30,55,25,25,6.5,Groundnut
20,60,30,30,7,Groundnut
25,60,30,30,7,Groundnut
30,60,30,30,7,Groundnut
20,40,40,25,6,Groundnut
25,40,40,25,6,Groundnut
30,40,40,25,6,Groundnut
20,45,20,30,6.5,Groundnut
25,45,20,30,6.5,Groundnut
30,45,20,30,6.5,Groundnut
20,50,25,25,7.5,Groundnut
25,50,25,25,7.5,Groundnut
30,50,25,25,7.5,Groundnut
20,55,30,30,6,Groundnut
25,55,30,30,6,Groundnut
30,55,30,30,6,Groundnut
20,60,35,20,6.5,Groundnut
25,60,35,20,6.5,Groundnut
30,60,35,20,6.5,Groundnut
40,30,20,20,6,Soybean
45,30,20,20,6,Soybean
50,30,20,20,6,Soybean
55,30,20,20,6,Soybean
60,30,20,20,6,Soybean
40,35,25,25,6.5,Soybean
45,35,25,25,6.5,Soybean
50,35,25,25,6.5,Soybean
55,35,25,25,6.5,Soybean
60,35,25,25,6.5,Soybean
40,40,30,30,7,Soybean
45,40,30,30,7,Soybean
50,40,30,30,7,Soybean
55,40,30,30,7,Soybean
60,40,30,30,7,Soybean
40,30,25,20,6,Soybean
45,30,25,20,6,Soybean
50,30,25,20,6,Soybean
55,30,25,20,6,Soybean
60,30,25,20,6,Soybean
40,35,30,25,6.5,Soybean
45,35,30,25,6.5,Soybean
50,35,30,25,6.5,Soybean
55,35,30,25,6.5,Soybean
60,35,30,25,6.5,Soybean
40,40,20,30,7,Soybean
45,40,20,30,7,Soybean
50,40,20,30,7,Soybean
55,40,20,30,7,Soybean
60,40,20,30,7,Soybean
40,30,30,20,6,Soybean
45,30,30,20,6,Soybean
50,30,30,20,6,Soybean
55,30,30,20,6,Soybean
60,30,30,20,6,Soybean
40,35,20,25,6.5,Soybean
45,35,20,25,6.5,Soybean
50,35,20,25,6.5,Soybean
55,35,20,25,6.5,Soybean
60,35,20,25,6.5,Soybean
40,40,25,30,7,Soybean
45,40,25,30,7,Soybean
50,40,25,30,7,Soybean
55,40,25,30,7,Soybean
60,40,25,30,7,Soybean
20,40,20,25,6,Gram
25,40,20,25,6,Gram
30,40,20,25,6,Gram
20,45,25,30,6.5,Gram
25,45,25,30,6.5,Gram
30,45,25,30,6.5,Gram
20,50,30,35,7,Gram
25,50,30,35,7,Gram
30,50,30,35,7,Gram
20,40,25,25,6,Gram
25,40,25,25,6,Gram
30,40,25,25,6,Gram
20,45,30,30,6.5,Gram
25,45,30,30,6.5,Gram
30,45,30,30,6.5,Gram
20,50,20,35,7,Gram
25,50,20,35,7,Gram
30,50,20,35,7,Gram
20,40,30,25,6,Gram
25,40,30,25,6,Gram
30,40,30,25,6,Gram
20,45,20,30,6.5,Gram
25,45,20,30,6.5,Gram
30,45,20,30,6.5,Gram
20,50,25,35,7,Gram
25,50,25,35,7,Gram
30,50,25,35,7,Gram
30,20,20,25,6,Tur
35,20,20,25,6,Tur
40,20,20,25,6,Tur
30,25,25,30,6.5,Tur
35,25,25,30,6.5,Tur
40,25,25,30,6.5,Tur
30,30,20,35,7,Tur
35,30,20,35,7,Tur
40,30,20,35,7,Tur
30,20,25,25,6,Tur
35,20,25,25,6,Tur
40,20,25,25,6,Tur
30,25,20,30,6.5,Tur
35,25,20,30,6.5,Tur
40,25,20,30,6.5,Tur
30,30,25,35,7,Tur
35,30,25,35,7,Tur
40,30,25,35,7,Tur
60,30,20,25,6.5,Urad
65,30,20,25,6.5,Urad
70,30,20,25,6.5,Urad
75,30,20,25,6.5,Urad
80,30,20,25,6.5,Urad
60,35,25,30,7,Urad
65,35,25,30,7,Urad
70,35,25,30,7,Urad
75,35,25,30,7,Urad
80,35,25,30,7,Urad
60,40,30,25,7.5,Urad
65,40,30,25,7.5,Urad
70,40,30,25,7.5,Urad
75,40,30,25,7.5,Urad
80,40,30,25,7.5,Urad
60,30,25,30,6.5,Urad
65,30,25,30,6.5,Urad
70,30,25,30,6.5,Urad
75,30,25,30,6.5,Urad
80,30,25,30,6.5,Urad
60,35,30,25,7,Urad
65,35,30,25,7,Urad
70,35,30,25,7,Urad
75,35,30,25,7,Urad
80,35,30,25,7,Urad
60,40,20,30,7.5,Urad
65,40,20,30,7.5,Urad
70,40,20,30,7.5,Urad
75,40,20,30,7.5,Urad
80,40,20,30,7.5,Urad
60,30,30,25,6.5,Urad
65,30,30,25,6.5,Urad
70,30,30,25,6.5,Urad
75,30,30,25,6.5,Urad
80,30,30,25,6.5,Urad
60,35,20,30,7,Urad
65,35,20,30,7,Urad
70,35,20,30,7,Urad
75,35,20,30,7,Urad
80,35,20,30,7,Urad
60,40,25,25,7.5,Urad
65,40,25,25,7.5,Urad
70,40,25,25,7.5,Urad
75,40,25,25,7.5,Urad
80,40,25,25,7.5,Urad
60,30,20,25,6,Moong
65,30,20,25,6,Moong
70,30,20,25,6,Moong
75,30,20,25,6,Moong
80,30,20,25,6,Moong
60,35,25,30,6.5,Moong
65,35,25,30,6.5,Moong
70,35,25,30,6.5,Moong
75,35,25,30,6.5,Moong
80,35,25,30,6.5,Moong
60,40,30,35,7,Moong
65,40,30,35,7,Moong
70,40,30,35,7,Moong
75,40,30,35,7,Moong
80,40,30,35,7,Moong
60,30,25,25,6,Moong
65,30,25,25,6,Moong
70,30,25,25,6,Moong
75,30,25,25,6,Moong
80,30,25,25,6,Moong
60,35,30,30,6.5,Moong
65,35,30,30,6.5,Moong
70,35,30,30,6.5,Moong
75,35,30,30,6.5,Moong
80,35,30,30,6.5,Moong
60,40,20,35,7,Moong
65,40,20,35,7,Moong
70,40,20,35,7,Moong
75,40,20,35,7,Moong
80,40,20,35,7,Moong
60,30,30,25,6,Moong
65,30,30,25,6,Moong
70,30,30,25,6,Moong
75,30,30,25,6,Moong
80,30,30,25,6,Moong
60,35,20,30,6.5,Moong
65,35,20,30,6.5,Moong
70,35,20,30,6.5,Moong
75,35,20,30,6.5,Moong
80,35,20,30,6.5,Moong
60,40,25,35,7,Moong
65,40,25,35,7,Moong
70,40,25,35,7,Moong
75,40,25,35,7,Moong
80,40,25,35,7,Moong
50,30,20,25,6,Tur
55,30,20,25,6,Tur
60,30,20,25,6,Tur
50,35,25,30,6.5,Tur
55,35,25,30,6.5,Tur
60,35,25,30,6.5,Tur
50,40,20,35,6,Tur
55,40,20,35,6,Tur
60,40,20,35,6,Tur
50,30,25,25,6.5,Tur
55,30,25,25,6.5,Tur
60,30,25,25,6.5,Tur
50,35,20,30,6,Tur
55,35,20,30,6,Tur
60,35,20,30,6,Tur
50,40,25,35,6.5,Tur
55,40,25,35,6.5,Tur
60,40,25,35,6.5,Tur
40,25,10,20,6,Gram
45,25,10,20,6,Gram
50,25,10,20,6,Gram
40,30,15,25,6.5,Gram
45,30,15,25,6.5,Gram
50,30,15,25,6.5,Gram
40,25,15,20,6,Gram
45,25,15,20,6,Gram
50,25,15,20,6,Gram
40,30,10,25,6.5,Gram
45,30,10,25,6.5,Gram
50,30,10,25,6.5,Gram
80,40,40,25,6,Rice
85,40,40,25,6,Rice
90,40,40,25,6,Rice
95,40,40,25,6,Rice
100,40,40,25,6,Rice
105,40,40,25,6,Rice
110,40,40,25,6,Rice
115,40,40,25,6,Rice
120,40,40,25,6,Rice
80,45,45,30,6.5,Rice
85,45,45,30,6.5,Rice
90,45,45,30,6.5,Rice
95,45,45,30,6.5,Rice
100,45,45,30,6.5,Rice
105,45,45,30,6.5,Rice
110,45,45,30,6.5,Rice
115,45,45,30,6.5,Rice
120,45,45,30,6.5,Rice
80,50,50,35,7,Rice
85,50,50,35,7,Rice
90,50,50,35,7,Rice
95,50,50,35,7,Rice
100,50,50,35,7,Rice
105,50,50,35,7,Rice
110,50,50,35,7,Rice
115,50,50,35,7,Rice
120,50,50,35,7,Rice
80,55,55,25,7.5,Rice
85,55,55,25,7.5,Rice
90,55,55,25,7.5,Rice
95,55,55,25,7.5,Rice
100,55,55,25,7.5,Rice
105,55,55,25,7.5,Rice
110,55,55,25,7.5,Rice
115,55,55,25,7.5,Rice
120,55,55,25,7.5,Rice
80,60,60,30,6,Rice
85,60,60,30,6,Rice
90,60,60,30,6,Rice
95,60,60,30,6,Rice
100,60,60,30,6,Rice
105,60,60,30,6,Rice
110,60,60,30,6,Rice
115,60,60,30,6,Rice
120,60,60,30,6,Rice
80,40,45,35,6.5,Rice
85,40,45,35,6.5,Rice
90,40,45,35,6.5,Rice
95,40,45,35,6.5,Rice
100,40,45,35,6.5,Rice
105,40,45,35,6.5,Rice
110,40,45,35,6.5,Rice
115,40,45,35,6.5,Rice
120,40,45,35,6.5,Rice
80,45,50,25,7,Rice
85,45,50,25,7,Rice
90,45,50,25,7,Rice
95,45,50,25,7,Rice
100,45,50,25,7,Rice
105,45,50,25,7,Rice
110,45,50,25,7,Rice
115,45,50,25,7,Rice
120,45,50,25,7,Rice
80,50,55,30,7.5,Rice
85,50,55,30,7.5,Rice
90,50,55,30,7.5,Rice
95,50,55,30,7.5,Rice
100,50,55,30,7.5,Rice
105,50,55,30,7.5,Rice
110,50,55,30,7.5,Rice
115,50,55,30,7.5,Rice
120,50,55,30,7.5,Rice
80,55,60,35,6,Rice
85,55,60,35,6,Rice
90,55,60,35,6,Rice
95,55,60,35,6,Rice
100,55,60,35,6,Rice
105,55,60,35,6,Rice
110,55,60,35,6,Rice
115,55,60,35,6,Rice
120,55,60,35,6,Rice
80,60,40,25,6.5,Rice
85,60,40,25,6.5,Rice
90,60,40,25,6.5,Rice
95,60,40,25,6.5,Rice
100,60,40,25,6.5,Rice
105,60,40,25,6.5,Rice
110,60,40,25,6.5,Rice
115,60,40,25,6.5,Rice
120,60,40,25,6.5,Rice
80,40,50,30,7,Rice
85,40,50,30,7,Rice
90,40,50,30,7,Rice
95,40,50,30,7,Rice
100,40,50,30,7,Rice
105,40,50,30,7,Rice
110,40,50,30,7,Rice
115,40,50,30,7,Rice
120,40,50,30,7,Rice
80,45,55,35,7.5,Rice
85,45,55,35,7.5,Rice
90,45,55,35,7.5,Rice
95,45,55,35,7.5,Rice
100,45,55,35,7.5,Rice
105,45,55,35,7.5,Rice
110,45,55,35,7.5,Rice
115,45,55,35,7.5,Rice
120,45,55,35,7.5,Rice
80,50,60,25,6,Rice
85,50,60,25,6,Rice
90,50,60,25,6,Rice
95,50,60,25,6,Rice
100,50,60,25,6,Rice
105,50,60,25,6,Rice
110,50,60,25,6,Rice
115,50,60,25,6,Rice
120,50,60,25,6,Rice
80,55,40,30,6.5,Rice
85,55,40,30,6.5,Rice
90,55,40,30,6.5,Rice
95,55,40,30,6.5,Rice
100,55,40,30,6.5,Rice
105,55,40,30,6.5,Rice
110,55,40,30,6.5,Rice
115,55,40,30,6.5,Rice
120,55,40,30,6.5,Rice
80,60,45,35,7,Rice
85,60,45,35,7,Rice
90,60,45,35,7,Rice
95,60,45,35,7,Rice
100,60,45,35,7,Rice
105,60,45,35,7,Rice
110,60,45,35,7,Rice
115,60,45,35,7,Rice
120,60,45,35,7,Rice
80,40,55,25,7.5,Rice
85,40,55,25,7.5,Rice
90,40,55,25,7.5,Rice
95,40,55,25,7.5,Rice
100,40,55,25,7.5,Rice
105,40,55,25,7.5,Rice
110,40,55,25,7.5,Rice
115,40,55,25,7.5,Rice
120,40,55,25,7.5,Rice
80,45,60,30,6,Rice
85,45,60,30,6,Rice
90,45,60,30,6,Rice
95,45,60,30,6,Rice
100,45,60,30,6,Rice
105,45,60,30,6,Rice
110,45,60,30,6,Rice
115,45,60,30,6,Rice
120,45,60,30,6,Rice
80,50,40,35,6.5,Rice
85,50,40,35,6.5,Rice
90,50,40,35,6.5,Rice
95,50,40,35,6.5,Rice
100,50,40,35,6.5,Rice
105,50,40,35,6.5,Rice
110,50,40,35,6.5,Rice
115,50,40,35,6.5,Rice
120,50,40,35,6.5,Rice
80,55,45,25,7,Rice
85,55,45,25,7,Rice
90,55,45,25,7,Rice
95,55,45,25,7,Rice
100,55,45,25,7,Rice
105,55,45,25,7,Rice
110,55,45,25,7,Rice
115,55,45,25,7,Rice
120,55,45,25,7,Rice
80,60,50,30,7.5,Rice
85,60,50,30,7.5,Rice
90,60,50,30,7.5,Rice
95,60,50,30,7.5,Rice
100,60,50,30,7.5,Rice
105,60,50,30,7.5,Rice
110,60,50,30,7.5,Rice
115,60,50,30,7.5,Rice
120,60,50,30,7.5,Rice
80,40,60,35,6,Rice
85,40,60,35,6,Rice
90,40,60,35,6,Rice
95,40,60,35,6,Rice
100,40,60,35,6,Rice
105,40,60,35,6,Rice
110,40,60,35,6,Rice
115,40,60,35,6,Rice
120,40,60,35,6,Rice
80,45,40,25,6.5,Rice
85,45,40,25,6.5,Rice
90,45,40,25,6.5,Rice
95,45,40,25,6.5,Rice
100,45,40,25,6.5,Rice
105,45,40,25,6.5,Rice
110,45,40,25,6.5,Rice
115,45,40,25,6.5,Rice
120,45,40,25,6.5,Rice
80,50,45,30,7,Rice
85,50,45,30,7,Rice
90,50,45,30,7,Rice
95,50,45,30,7,Rice
100,50,45,30,7,Rice
105,50,45,30,7,Rice
110,50,45,30,7,Rice
115,50,45,30,7,Rice
120,50,45,30,7,Rice
80,55,50,35,7.5,Rice
85,55,50,35,7.5,Rice
90,55,50,35,7.5,Rice
95,55,50,35,7.5,Rice
100,55,50,35,7.5,Rice
105,55,50,35,7.5,Rice
110,55,50,35,7.5,Rice
115,55,50,35,7.5,Rice
120,55,50,35,7.5,Rice
80,60,55,20,6,Rice
85,60,55,20,6,Rice
90,60,55,20,6,Rice
95,60,55,20,6,Rice
100,60,55,20,6,Rice
105,60,55,20,6,Rice
110,60,55,20,6,Rice
115,60,55,20,6,Rice
120,60,55,20,6,Rice
40,20,20,25,6,Jowar
45,20,20,25,6,Jowar
50,20,20,25,6,Jowar
55,20,20,25,6,Jowar
60,20,20,25,6,Jowar
40,25,25,30,6.5,Jowar
45,25,25,30,6.5,Jowar
50,25,25,30,6.5,Jowar
55,25,25,30,6.5,Jowar
60,25,25,30,6.5,Jowar
40,30,30,35,7,Jowar
45,30,30,35,7,Jowar
50,30,30,35,7,Jowar
55,30,30,35,7,Jowar
60,30,30,35,7,Jowar
40,35,35,25,7.5,Jowar
45,35,35,25,7.5,Jowar
50,35,35,25,7.5,Jowar
55,35,35,25,7.5,Jowar
60,35,35,25,7.5,Jowar
40,40,40,30,6,Jowar
45,40,40,30,6,Jowar
50,40,40,30,6,Jowar
55,40,40,30,6,Jowar
60,40,40,30,6,Jowar
40,20,25,35,6.5,Jowar
45,20,25,35,6.5,Jowar
